Customer_Age,Annual_Income,Website_Visits_Per_Month,Average_Session_Minutes,Previous_Purchases,Discount_Used_Percent,Days_Since_Last_Purchase,Device_Type,Membership_Level,Preferred_Category,Region,Purchase_Amount,High_Value_Customer
54,68445.03,13,21.85,7,21,85.2,Desktop,Silver,Home,West,485.17,No
33,77354.49,7,9.01,7,19,13.4,Mobile,Silver,Electronics,West,330.31,No
23,71125.13,16,12.24,8,0,30.5,Mobile,Silver,Electronics,South,462.33,No
47,53158.22,9,16.4,6,7,14.9,Desktop,Gold,Fashion,South,455.85,No
61,89804.06,12,26.66,13,20,14.8,Mobile,Basic,Electronics,East,910.86,Yes
64,86267.08,17,21.4,11,10,24.0,Desktop,Silver,Electronics,East,705.81,Yes
29,66487.74,12,19.6,5,22,49.4,Mobile,Silver,Home,South,351.86,No
29,55635.84,19,12.06,5,6,49.6,Desktop,Gold,Beauty,North,398.19,No
19,82065.41,15,9.58,6,30,45.6,Tablet,Silver,Electronics,East,432.98,No
24,74135.42,8,17.94,6,7,28.3,Desktop,Platinum,Beauty,North,538.75,Yes
44,38141.2,9,8.5,5,26,51.3,Mobile,Gold,Sports,North,330.53,No
44,68504.43,13,12.81,10,34,12.3,Desktop,Basic,Beauty,North,432.27,No
35,75764.79,16,13.43,6,14,38.4,Mobile,Gold,Beauty,South,330.9,No
32,50206.71,10,21.96,6,5,33.3,Mobile,Platinum,Beauty,North,532.45,Yes
57,74176.55,12,12.23,7,0,27.1,Mobile,Basic,Electronics,South,432.39,No
40,37993.91,17,2.0,6,14,39.4,Tablet,Silver,Fashion,North,223.05,No
56,99396.09,4,16.52,11,4,4.9,Mobile,Basic,Sports,South,544.94,Yes
64,97454.9,14,10.5,5,36,15.2,Desktop,Silver,Home,West,369.2,No
33,64444.62,10,14.21,11,39,46.8,Mobile,Basic,Beauty,South,489.37,No
27,77996.0,10,13.57,9,40,32.7,Mobile,Gold,Sports,East,511.42,No
63,18000.0,17,12.63,6,37,9.1,Mobile,Basic,Electronics,North,240.05,No
48,44560.35,14,17.95,6,24,32.1,Desktop,Silver,Fashion,North,473.27,Yes
31,63536.86,12,6.34,15,13,22.0,Mobile,Basic,Home,West,555.96,Yes
47,46413.07,13,11.41,7,18,66.9,Mobile,Silver,Electronics,East,416.48,No
42,85716.72,11,17.42,7,10,13.0,Mobile,Silver,Home,North,421.11,No
61,113940.52,10,10.93,7,34,13.4,Mobile,Silver,Beauty,East,418.39,No
30,44114.48,13,5.96,8,17,42.9,Mobile,Basic,Home,North,254.17,No
65,51575.81,12,17.34,7,15,29.1,Mobile,Basic,Fashion,North,367.44,No
62,75179.86,19,19.62,5,28,28.1,Mobile,Silver,Beauty,South,469.91,No
26,105444.56,16,13.78,9,15,119.1,Tablet,Platinum,Electronics,East,557.85,Yes
25,43107.77,13,4.2,9,14,50.5,Mobile,Basic,Sports,East,286.24,No
43,75478.79,14,17.53,4,9,25.6,Mobile,Silver,Electronics,West,463.65,No
20,110068.57,12,5.7,12,2,8.1,Mobile,Basic,Sports,North,542.08,Yes
32,33661.3,11,15.54,8,1,24.6,Mobile,Gold,Fashion,North,484.76,Yes
38,41816.48,18,9.56,6,16,11.9,Desktop,Basic,Fashion,East,358.51,No
64,60680.65,16,8.2,8,40,16.0,Mobile,Silver,Home,West,385.82,No
65,58547.05,14,11.79,7,10,16.4,Mobile,Basic,Electronics,East,382.15,No
25,87877.23,17,13.08,9,26,63.6,Desktop,Basic,Fashion,East,390.22,No
60,75316.51,10,10.78,9,13,9.8,Mobile,Basic,Beauty,North,337.12,No
22,30950.83,14,16.94,15,12,59.5,Tablet,Basic,Beauty,West,568.14,Yes
53,81339.03,6,11.77,8,6,44.2,Tablet,Silver,Electronics,West,501.75,No
58,57294.14,17,18.9,5,23,43.8,Mobile,Platinum,Home,East,513.71,Yes
60,98037.84,12,15.41,13,27,15.5,Mobile,Silver,Beauty,South,625.64,Yes
28,56193.07,10,10.51,9,14,54.4,Mobile,Platinum,Beauty,East,464.0,Yes
60,55994.46,16,9.67,13,21,14.0,Mobile,Silver,Fashion,East,467.13,Yes
23,81904.9,10,5.76,11,19,80.8,Mobile,Basic,Electronics,West,557.97,No
42,86784.38,21,15.45,7,11,64.5,Mobile,Basic,Sports,North,404.06,No
40,79858.19,14,12.23,8,28,89.7,Mobile,Basic,Fashion,East,307.23,No
33,32916.86,13,2.14,10,22,33.4,Mobile,Basic,Fashion,East,299.16,No
19,81836.76,12,11.32,8,2,29.1,Mobile,Gold,Beauty,South,404.72,No
55,47245.22,17,9.49,6,20,24.1,Tablet,Silver,Fashion,West,309.68,No
34,75176.07,14,21.88,8,15,117.5,Tablet,Silver,Beauty,North,291.43,No
49,38677.84,19,5.49,8,32,49.1,Mobile,Silver,Electronics,North,336.85,No
37,79819.09,9,6.79,6,12,12.0,Desktop,Basic,Beauty,West,298.07,No
35,52254.82,7,19.55,6,39,74.9,Mobile,Silver,Sports,North,416.79,No
60,41782.04,7,20.78,7,25,28.3,Desktop,Basic,Sports,South,374.67,No
22,85704.04,17,10.28,6,5,2.5,Desktop,Basic,Sports,South,375.3,No
53,75316.18,16,10.84,9,16,18.3,Desktop,Basic,Sports,East,397.58,No
53,56492.51,18,17.08,9,36,64.5,Mobile,Basic,Fashion,North,360.17,No
36,101925.93,13,2.36,9,10,44.3,Mobile,Silver,Sports,South,335.05,No
30,60305.65,12,4.69,9,28,50.3,Tablet,Basic,Sports,West,275.37,No
18,70706.37,13,12.6,4,32,74.5,Mobile,Basic,Home,South,309.61,No
62,75916.1,16,21.75,7,28,6.8,Mobile,Platinum,Fashion,East,661.57,Yes
63,56367.35,9,11.82,5,3,18.5,Desktop,Platinum,Electronics,West,438.16,Yes
29,80365.0,17,14.5,9,15,33.9,Desktop,Silver,Home,East,483.11,Yes
19,58264.05,7,19.67,7,14,65.7,Desktop,Silver,Beauty,West,455.83,No
23,60943.96,11,24.53,8,14,13.9,Desktop,Gold,Fashion,West,670.61,Yes
21,99978.14,11,11.12,13,36,25.5,Desktop,Basic,Fashion,East,492.63,No
57,47107.11,11,13.92,10,0,32.4,Mobile,Silver,Home,West,447.21,Yes
60,18000.0,14,23.11,9,22,17.7,Desktop,Basic,Electronics,East,499.05,Yes
25,105440.61,14,6.39,8,40,32.2,Desktop,Basic,Sports,West,418.48,No
53,126085.21,15,19.14,6,35,29.0,Desktop,Platinum,Fashion,East,716.42,Yes
26,61084.08,15,8.91,6,24,21.6,Mobile,Gold,Electronics,South,404.15,No
35,27389.56,12,14.51,7,40,54.3,Mobile,Platinum,Electronics,East,372.04,No
46,63169.35,7,12.79,2,16,48.0,Desktop,Gold,Beauty,South,349.8,No
52,63703.1,12,9.21,10,25,55.9,Mobile,Silver,Sports,South,460.05,No
59,65821.68,10,9.08,4,22,59.2,Mobile,Gold,Electronics,South,400.51,Yes
20,45505.46,13,15.38,7,1,86.6,Desktop,Silver,Electronics,South,369.71,No
27,82750.35,13,18.98,3,1,8.8,Mobile,Silver,Fashion,South,452.7,No
31,81539.16,13,13.35,6,36,9.8,Mobile,Basic,Electronics,East,449.21,No
32,37123.08,14,14.35,8,7,51.3,Mobile,Silver,Beauty,South,389.31,No
65,85382.33,7,16.86,9,14,23.1,Mobile,Basic,Electronics,South,611.99,Yes
55,115159.07,13,9.14,8,25,20.9,Desktop,Silver,Home,North,416.81,No
33,73783.13,22,17.7,4,23,18.6,Mobile,Basic,Fashion,South,366.06,No
64,62578.85,9,18.1,3,21,57.2,Mobile,Silver,Fashion,South,332.26,No
41,66875.93,7,27.02,6,40,112.8,Mobile,Basic,Fashion,West,428.36,No
42,83535.65,12,12.12,6,32,59.0,Mobile,Basic,Electronics,South,426.9,No
38,31925.22,16,11.71,12,38,22.3,Mobile,Silver,Electronics,North,549.6,Yes
24,73616.6,14,17.84,2,27,55.3,Mobile,Basic,Electronics,South,319.32,No
62,61409.79,20,18.1,14,40,9.5,Mobile,Platinum,Electronics,East,934.63,Yes
18,110652.15,14,11.32,7,24,27.6,Mobile,Silver,Sports,North,397.14,No
26,66168.2,14,11.98,10,22,6.8,Mobile,Basic,Fashion,North,310.83,No
29,106693.53,16,16.71,7,33,23.2,Mobile,Basic,Fashion,South,433.65,No
31,45717.7,18,9.86,7,35,36.6,Mobile,Gold,Electronics,South,399.06,No
24,82919.7,11,11.95,6,2,126.0,Mobile,Silver,Beauty,South,255.61,No
18,77026.81,10,14.45,7,37,69.2,Mobile,Basic,Sports,North,351.04,No
50,50880.96,13,18.98,9,28,6.9,Mobile,Basic,Beauty,East,441.61,No
64,73902.71,10,10.98,8,36,7.6,Mobile,Gold,Home,North,404.36,No
23,96675.41,17,4.79,9,29,17.8,Desktop,Platinum,Beauty,East,536.1,Yes
32,62876.58,16,4.42,8,38,96.9,Mobile,Basic,Fashion,East,151.77,No
42,32776.82,11,7.7,6,11,7.3,Desktop,Basic,Beauty,North,194.56,No
62,69613.62,14,7.43,4,7,18.7,Desktop,Basic,Beauty,South,238.26,No
51,50146.69,14,13.23,5,8,18.6,Mobile,Basic,Electronics,North,315.44,No
54,62468.5,16,8.06,11,10,42.8,Mobile,Gold,Fashion,East,464.63,Yes
45,68205.07,11,10.49,11,8,56.3,Mobile,Platinum,Fashion,South,614.46,Yes
38,32475.65,12,10.13,9,18,48.3,Mobile,Platinum,Electronics,South,480.82,Yes
27,34455.52,16,11.8,9,8,38.8,Mobile,Gold,Beauty,North,427.56,No
59,80605.47,9,20.61,11,6,9.1,Mobile,Basic,Electronics,South,741.6,Yes
56,58500.19,10,17.31,12,21,34.6,Desktop,Platinum,Beauty,South,771.61,Yes
19,18000.0,6,14.08,13,32,75.8,Mobile,Basic,Sports,North,421.08,No
52,87266.57,9,11.69,8,5,92.4,Desktop,Basic,Fashion,West,283.97,No
22,75992.13,12,11.83,12,20,42.0,Desktop,Silver,Fashion,South,527.95,No
53,54294.75,7,15.64,7,27,7.0,Mobile,Basic,Home,North,359.78,No
57,41029.74,18,16.92,8,28,42.5,Tablet,Gold,Beauty,East,473.68,Yes
24,88387.77,13,9.46,2,4,29.0,Tablet,Platinum,Fashion,South,398.65,No
38,77685.71,10,14.18,6,30,8.2,Mobile,Gold,Fashion,South,385.44,No
23,122417.25,15,3.84,10,1,13.3,Mobile,Gold,Home,East,485.43,Yes
45,79244.15,21,15.06,3,9,15.5,Mobile,Basic,Sports,North,408.85,No
62,78529.47,11,17.81,7,13,51.4,Mobile,Basic,Fashion,East,357.56,No
21,66327.59,11,12.6,10,34,89.9,Mobile,Gold,Fashion,North,332.79,No
37,87969.07,5,23.08,11,7,46.3,Mobile,Silver,Sports,North,632.1,Yes
64,83751.87,15,9.59,12,32,52.5,Mobile,Platinum,Electronics,North,841.06,Yes
32,97537.95,12,15.09,7,40,30.5,Desktop,Basic,Electronics,North,518.41,Yes
24,58530.9,14,13.82,9,39,20.7,Mobile,Basic,Home,South,425.03,Yes
41,60421.04,8,13.5,6,12,47.1,Mobile,Basic,Electronics,West,295.69,No
42,59459.73,14,13.43,9,3,39.1,Mobile,Silver,Electronics,West,422.58,No
49,87397.64,5,14.54,6,9,16.7,Desktop,Gold,Home,North,461.25,Yes
33,102964.24,12,18.24,9,31,37.3,Desktop,Platinum,Home,West,659.89,Yes
63,59905.51,19,20.89,5,8,31.9,Mobile,Basic,Home,East,443.04,No
43,60654.98,19,13.99,6,26,25.3,Desktop,Silver,Fashion,East,334.02,No
31,76909.7,14,18.08,10,15,20.1,Mobile,Basic,Home,West,581.69,Yes
64,64593.25,12,10.49,7,31,42.0,Desktop,Basic,Home,South,389.72,No
62,90945.18,9,17.83,7,24,21.2,Mobile,Basic,Beauty,South,362.7,No
41,20460.9,7,10.19,18,24,112.9,Mobile,Silver,Beauty,East,572.95,Yes
19,51812.49,17,19.45,4,32,45.2,Desktop,Silver,Home,East,393.66,No
46,52786.84,13,25.05,11,39,42.5,Desktop,Basic,Sports,East,687.03,Yes
44,18952.17,12,13.39,3,14,28.1,Desktop,Silver,Beauty,North,256.99,No
25,48799.95,10,3.04,5,21,23.7,Mobile,Gold,Electronics,West,366.33,Yes
48,49866.57,20,11.26,4,25,5.4,Desktop,Basic,Sports,South,303.39,No
58,65575.7,10,20.16,8,33,17.6,Mobile,Basic,Sports,West,490.74,No
23,94485.25,12,16.77,6,19,6.9,Desktop,Gold,Fashion,South,597.51,Yes
52,64608.67,10,15.24,8,15,6.8,Desktop,Gold,Electronics,North,612.9,Yes
24,47322.1,19,19.04,5,34,11.6,Mobile,Gold,Home,West,416.97,Yes
53,68747.0,9,16.42,2,39,70.7,Mobile,Basic,Fashion,East,267.4,No
38,93081.82,15,20.09,14,23,70.5,Mobile,Silver,Beauty,North,700.47,Yes
18,48528.91,7,18.6,10,4,18.0,Mobile,Platinum,Home,North,581.9,Yes
64,49967.35,16,21.61,8,11,8.9,Mobile,Basic,Electronics,North,506.19,Yes
25,82288.08,11,15.79,10,18,22.9,Mobile,Silver,Fashion,North,507.84,Yes
46,65126.21,13,18.53,7,28,51.1,Desktop,Platinum,Sports,West,605.27,Yes
26,84244.66,15,12.46,7,27,61.5,Mobile,Basic,Electronics,North,458.9,No
62,69699.77,18,10.99,12,33,37.0,Mobile,Gold,Beauty,North,511.08,Yes
53,85436.6,9,22.53,4,1,41.6,Desktop,Gold,Fashion,West,510.27,No
56,47228.28,15,15.08,8,19,38.9,Mobile,Basic,Fashion,West,298.81,No
38,69734.14,11,18.02,6,28,7.4,Mobile,Gold,Home,North,538.36,Yes
40,65364.82,12,14.62,6,40,9.8,Desktop,Silver,Fashion,East,356.71,No
48,43250.4,13,11.07,9,5,92.3,Tablet,Gold,Home,East,308.62,No
55,35603.49,12,14.05,14,36,36.8,Mobile,Platinum,Home,East,761.07,Yes
58,85086.48,8,21.18,7,0,4.1,Mobile,Gold,Electronics,South,686.35,Yes
18,62279.05,10,16.78,13,8,43.4,Mobile,Basic,Fashion,West,576.61,Yes
49,47509.83,12,5.44,12,34,14.8,Tablet,Gold,Beauty,West,508.39,Yes
23,67884.06,12,12.92,6,32,64.8,Desktop,Platinum,Beauty,East,399.56,No
31,94816.41,14,22.91,8,39,60.3,Desktop,Silver,Home,West,561.85,Yes
57,19823.77,13,12.93,9,24,49.2,Desktop,Silver,Beauty,North,343.45,No
30,37073.95,12,5.0,11,25,36.5,Mobile,Basic,Electronics,East,378.85,No
56,49696.5,16,23.47,9,21,75.2,Mobile,Gold,Electronics,West,602.77,Yes
40,102145.94,16,17.41,5,20,80.2,Desktop,Basic,Home,East,357.0,No
29,76216.91,5,13.65,8,21,15.2,Desktop,Basic,Home,West,382.74,Yes
34,86880.98,13,12.14,5,11,48.8,Mobile,Platinum,Beauty,South,464.46,Yes
43,44916.46,17,19.41,10,34,20.3,Desktop,Platinum,Electronics,West,760.13,Yes
54,45370.21,13,11.29,4,14,13.4,Mobile,Platinum,Home,West,463.94,No
47,79851.9,10,19.74,7,25,80.2,Tablet,Silver,Home,East,417.44,No
62,71282.04,7,16.71,17,27,54.2,Mobile,Basic,Electronics,East,745.7,Yes
59,82072.25,19,15.22,8,22,38.7,Desktop,Silver,Home,East,423.07,No
54,65871.24,23,14.73,11,25,16.4,Mobile,Basic,Home,South,596.41,Yes
46,76119.16,13,13.13,13,2,81.7,Desktop,Gold,Electronics,East,628.68,Yes
31,73478.62,12,19.23,7,12,14.7,Desktop,Silver,Fashion,West,507.45,No
37,87110.88,17,9.67,10,18,11.9,Mobile,Basic,Electronics,North,518.76,No
23,87754.18,9,5.89,11,16,32.0,Desktop,Basic,Sports,North,433.19,No
35,34362.82,9,17.07,1,37,51.1,Desktop,Basic,Electronics,South,270.62,No
62,20560.09,9,17.16,15,36,24.6,Desktop,Gold,Electronics,South,728.44,Yes
38,92038.4,10,16.4,2,29,180.0,Mobile,Gold,Electronics,East,311.57,No
